created_at,text,hashtags,user_mention_ids,user_mention_screen_names,retweet_count,favorite_count,in_reply_to_user_id,in_reply_to_screen_name,geo,coordinates,user_id,user_screen_name,user_name,user_location,user_friends_count,user_followers_count,user_favourites_count,user_verfied,user_statuses_count
2022-10-17 21:17:59, Three Key Debates Tonight: Georgia Governor Abrams v Kemp 7:00 pm ET Ohio Senator Ryan v Vance 7:00 pm ET Utah Senator McMullin v Lee 8:00 pm ET,[],[],[],4,2,,,,,859834863645597697,corabora5,Cora💙🌻Accountability,PA,7793,7727,86144,False,42777
2022-10-17 19:57:45,"Governor General Election Debate Governor - Airs Live from 7:00 - 8:00 p.m. Stacey Abrams (D), Shane Hazel (L), Brian Kemp (R) , ,",[],[],[],0,1,,,,,1309874447202033665,GSCSDistrict1,Board Member R. Syntel Brown,"Griffin, GA",1670,703,4280,False,1805
2022-10-17 15:41:38,"Round one of Abrams/Kemp II begins tonight! Debate season continues and so do the watch parties, come thru to 1343 Georgia Avenue at 5:00 to help get out the vote in Bibb County, then stay to cheer on our next Governor ! ,",[],"[74568060, 216065430]","['GeorgiaDemocrat', 'staceyabrams']",12,26,,,,,1542985673304596480,JoshuaJamesGA,Joshua-James Billings 🍑,"Macon, GA",85,82,1064,False,174
2022-10-17 14:21:58,"Georgia Governor candidates - Airs Live from 7:00 - 8:00 p.m. CANDIDATES: Shane Hazel (L) Stacey Abrams (D) Brian Kemp (R) ,",[],[123036487],['ShaneTHazel'],7,18,123036487,ShaneTHazel,,,1151154768590647299,LawnGnome4308,Grumpy Gnome 🪖,"Georgia, USA",1880,1067,10119,False,18743
2022-10-17 00:28:52,"Remember tomorrow night Georgia Governor candidates - Airs Live from 7:00 - 8:00 p.m. CANDIDATES: Stacey Abrams (D) Shane Hazel (L) Brian Kemp (R) ,",[],[],[],0,1,,,,,1151154768590647299,LawnGnome4308,Grumpy Gnome 🪖,"Georgia, USA",1880,1067,10119,False,18743
